ws_source_ip,time,train_id,train_speed,obm_color,obm_direction,kp_in_track,obm_source_ip,scanned_mac_address,rssi_dbm,crssi_dbm
10.69.117.24 ,2021-03-10 10:39:44.209007,117.0,0.0,blue,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:44.837241,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:44.837241,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:45.410810,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:45.410810,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:46.037673,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:46.037673,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:46.608773,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:46.608773,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:47.208694,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:47.208694,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:47.810618,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:47.810618,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:48.410796,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:48.410796,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:49.010699,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:49.010699,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:49.608817,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:49.608817,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:50.210860,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:50.210860,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:50.837911,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:50.837911,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:51.410621,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:51.410621,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:52.008751,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:52.008751,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:52.608613,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:52.608613,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:53.228698,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:53.228698,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:53.810735,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:53.810735,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:54.410777,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:54.410777,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:55.008720,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:55.008720,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:55.608770,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:55.608770,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:56.210583,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:56.210583,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:56.836069,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:56.836069,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:57.410815,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:57.410815,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:58.008820,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:58.008820,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:58.608957,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:58.608957,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:59.210704,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:59.210704,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:39:59.809654,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:39:59.809654,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:00.408811,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:00.408811,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:01.008622,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:01.008622,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:01.610828,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:01.610828,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:02.237399,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:02.237399,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:02.810930,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:02.810930,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:03.408547,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:03.408547,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:04.008708,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:04.008708,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:04.610918,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:04.610918,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:05.210867,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:05.210867,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:05.809650,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:05.809650,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:06.408727,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:06.408727,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:07.008556,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:07.008556,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:07.610753,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:07.610753,117.0,0.0,BLUE,Head,1237655.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:08.234287,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:08.234287,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:08.833482,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:08.833482,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:09.436018,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:09.436018,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:10.033153,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:10.033153,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:10.633372,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:10.633372,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:11.236666,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:11.236666,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:11.836619,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:11.836619,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:12.435768,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:12.435768,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:13.033951,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:13.033951,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:13.631715,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:13.631715,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:9b,,-57.0
10.69.117.24 ,2021-03-10 10:40:14.231820,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
10.69.117.24 ,2021-03-10 10:40:14.231820,117.0,0.0,BLUE,Tail,1237755.0,,00:14:5a:02:3d:3d,,-57.0
